Arctic						北极
classification |ˌklasɪfɪˈkeɪʃn| Noun/:分类,分级
the classification of disease according to symptoms:按症状分类疾病
the classification of the platypus was one of the critical issues of the 1830s:鸭嘴兽的分类是1830年代的关键问题之一
new classifications for drivers of commercial vehicles:商用车驾驶员新分类

make or become liquefied by heat:加热或液化
dissolve in liquid:溶解在液体中
(of a person) suffer extreme heat.:（一个人的）遭受酷热。
make or become more tender or loving:使或变得更温柔或爱
leave or disappear unobtrusively:leave或不显眼地消失
change or merge imperceptibly into (another form or state):更改或合并到（另一种形式或状态）
an act or period of melting:融化的行为或时期
metal or other material in a melted condition.:金属或其他处于熔化状态的材料。
a quantity of metal melted in one operation.:在一次操作中熔化的金属量。
a sandwich, hamburger, or other dish containing or topped with melted cheese:一个三明治、汉堡包或其他含有或顶部有融化奶酪的菜肴
melt |mɛlt| Noun/Verb/:熔化,融化,熔体
add 400g sugar and boil until the sugar melts:加入400g糖煮至糖融化
the compromise was accepted and the opposition melted away:妥协被接受，反对意见消失
the cheers melted into gasps of admiration:欢呼声变成了钦佩的喘息声
the precipitation falls as snow and is released during the spring melt:降水以雪的形式落下，在春季融化时释放
a tuna melt:a金枪鱼融化

discover or identify the presence or existence of:发现或识别存在或存在
discern (something intangible or barely perceptible):discern（无形的或难以察觉的东西）
discover or investigate (a crime or its perpetrators):discover或调查（犯罪或其肇事者）
detect |dɪˈtɛkt| Verb/:探测,检测,检测到
cancer may soon be detected in its earliest stages:cancer可能很快就会在其最早阶段被发现
Paul detected a faint note of weariness in his father's voice:Paul从他父亲的声音中察觉到一丝疲倦
the public can help the police to detect crime:公众可以帮助警方侦破犯罪

cause (someone) to lose confidence or enthusiasm:导致（某人）失去信心或热情
prevent or try to prevent (something) by showing disapproval or creating difficulties:prevent或试图通过表示不赞成或制造困难来阻止（某事）
persuade (someone) against an action:说服（某人）反对某项行动
discourage |dɪˈskʌrɪdʒ| Verb/:不鼓励,阻碍,劝阻
tedious regulations could discourage investors:繁琐的法规可能会阻止投资者
the plan is designed to discourage the use of private cars:该计划旨在阻止使用私家车
we want to discourage children from smoking:我们希望阻止儿童吸烟

a joining or merging of different parts or qualities in which the component elements are individually distinct:a连接或合并不同部分或质量，其中组成元素单独不同
the process of combining different parts or qualities or the state of being combined:结合不同部分或品质的过程或结合的状态
a particular arrangement of different elements:
(in sport) a coordinated and effective sequence of moves:（在运动中）协调有效的一系列动作
denoting an object or process that unites different uses, functions, or ingredients:表示结合不同用途、功能或成分的对象或过程
the joining of substances in a compound with new properties.:在具有新特性的化合物中加入物质。
a sequence of numbers or letters used to open a combination lock:用于打开密码锁的数字或字母序列
a motorcycle with a sidecar attached.:一辆带有边车的摩托车。
a single undergarment covering the body and legs:覆盖身体和腿部的单件内衣
a selection of a given number of elements from a larger number without regard to their arrangement.:从大量元素中选择给定数量的元素，而不考虑它们的排列。
combination |ˌkɒmbɪˈneɪʃn| Noun/:组合,结合
a magnificent combination of drama, dance, and music:戏剧、舞蹈和音乐的完美结合
these four factors work together in combination:这四个因素共同作用
the canvases may be arranged in any number of combinations:这些画布可以以任意数量的组合排列
a good uppercut/hook combination:一个很好的勾拳/勾拳组合
combination remedies contain painkiller, decongestant, and cough soother:combination补救措施包含止痛药、减充血剂和咳嗽安抚奶嘴
underneath the picture is a safe: the combination is 210319:图片下方是保险箱-
woollen combinations:毛线组合

combination lock | 密码锁,组合锁





a hole dug in the ground to receive a coffin or dead body, typically marked by a stone or mound:在地面上挖一个洞来接收棺材或尸体，通常用石头或土堆做标记
used as an allusive term for death:用作死亡的暗喻
a place where a broken or discarded object lies:一个破损或丢弃的物体所在的地方
giving cause for alarm, serious:引起恐慌，严重
serious or solemn in manner or appearance:态度或外表严肃或庄重
engrave (an inscription or image) on a surface:engrave（铭文或图像）在表面上
fix (something) indelibly in the mind:fix（某事）在脑海中不可磨灭
clean (a ship's bottom) by burning off the accretions and then tarring it:
(as a direction) slowly, with solemnity:（作为方向）慢慢地，庄重地
performed in a slow and solemn way:以缓慢而庄重的方式进行
grave |ɡreɪv| Adjective/Adverb/Noun/Verb/:坟,墓穴,坟墓,墓,严重
the coffin was lowered into the grave:棺材被放入坟墓
life beyond the grave:坟墓之外的生活
